Country name,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual
Estonia,6.4552001953125,0.0400597006082535,6.53371715545654,6.37668323516846,10.5413379669189,0.945625901222229,69.6501693725586,0.928790748119354,0.0317642949521542,0.40946701169014,1.77782511711121,1.79847741127014,1.52643799781799,0.493708491325378,0.728105485439301,0.153474286198616,0.372188478708267,1.38280963897705
Spain,6.43620014190674,0.0421552807092667,6.51882457733154,6.35357570648193,10.5403003692627,0.931739926338196,72.3499755859375,0.782114565372467,-0.0659279972314835,0.710518538951874,1.77782511711121,1.79810535907745,1.49136173725128,0.567269206047058,0.532919645309448,0.101057767868042,0.156555145978928,1.78897857666016
Italy,6.40450000762939,0.054324597120285,6.51097631454468,6.29802370071411,10.634051322937,0.881569504737854,72.0500030517578,0.710513591766357,-0.0735428035259247,0.841753900051117,1.77782511711121,1.83172881603241,1.36463010311127,0.559095978736877,0.437638372182846,0.0969720631837845,0.0625555664300919,2.05190467834473
Kosovo,6.36759996414185,0.0601270422339439,6.48544883728027,6.24975109100342,9.35909748077393,0.843792796134949,65.1949920654297,0.861473560333252,0.25871667265892,0.866122901439667,1.77782511711121,1.37447023391724,1.26920533180237,0.372319728136063,0.63852471113205,0.275244921445847,0.0451008528470993,2.39271903038025
Chile,6.33379983901978,0.0461522825062275,6.4242582321167,6.24334144592285,10.1139717102051,0.88913106918335,70.2998275756836,0.792262017726898,-0.0110291121527553,0.822749853134155,1.77782511711121,1.64520370960236,1.38373076915741,0.511409521102905,0.546423137187958,0.130513608455658,0.0761675387620926,2.04032135009766
Mexico,6.32950019836426,0.0570625104010105,6.44134283065796,6.21765756607056,9.84960174560547,0.804008066654205,65.8000030517578,0.85622364282608,-0.0935604721307755,0.768350720405579,1.77782511711121,1.55038821697235,1.16870832443237,0.388804256916046,0.631538510322571,0.086231641471386,0.115131855010986,2.38872885704041
Malta,6.29990005493164,0.0447013936936855,6.38751459121704,6.21228551864624,10.6608657836914,0.922677516937256,71.6000366210938,0.885637521743774,0.119314983487129,0.728866159915924,1.77782511711121,1.84134578704834,1.46846985816956,0.546835839748383,0.670680344104767,0.200449347496033,0.143413349986076,1.42866563796997
Panama,6.2645001411438,0.0814049988985062,6.42405414581299,6.10494613647461,10.3050594329834,0.896301090717316,68.9502716064453,0.855096340179443,-0.133390426635742,0.878297388553619,1.77782511711121,1.71373689174652,1.40184259414673,0.47463858127594,0.630038380622864,0.0648609921336174,0.0363806672394276,1.9430456161499
Poland,6.25969982147217,0.0422864258289337,6.34258127212524,6.17681837081909,10.4529418945313,0.925056576728821,69.0489196777344,0.765491843223572,-0.0309511870145798,0.735566556453705,1.77782511711121,1.76677441596985,1.47447943687439,0.477326422929764,0.51079934835434,0.119824476540089,0.138614073395729,1.77184772491455
Nicaragua,6.25880002975464,0.0763169303536415,6.40838098526001,6.10921907424927,8.61768817901611,0.852812230587006,65.6495666503906,0.877430200576782,0.0209305360913277,0.625008940696716,1.77782511711121,1.10856580734253,1.2919887304306,0.384705364704132,0.659758627414703,0.147661462426186,0.217802852392197,2.44832348823547
Latvia,6.21269989013672,0.041842807084322,6.29471158981323,6.13068819046021,10.3703212738037,0.93712842464447,66.4003677368164,0.817607343196869,-0.055582482367754,0.83025199174881,1.77782511711121,1.73714280128479,1.50497317314148,0.405162215232849,0.580150842666626,0.106608621776104,0.0707940086722374,1.80787658691406
Bahrain,6.17320013046265,0.0999447852373123,6.36909198760986,5.97730827331543,10.7757816314697,0.843845427036285,65.8249969482422,0.943972587585449,0.117025144398212,0.736698567867279,1.77782511711121,1.88256001472473,1.26933836936951,0.389485269784927,0.748308300971985,0.1992207467556,0.137803256511688,1.54645967483521
Guatemala,6.15030002593994,0.107956916093826,6.36189556121826,5.93870449066162,9.11570930480957,0.811733901500702,62.9000015258789,0.855967521667481,-0.0572603940963745,0.836575746536255,1.77782511711121,1.28717970848084,1.18822395801544,0.309788882732391,0.631197690963745,0.105708345770836,0.0662645101547241,2.5619683265686
Kazakhstan,6.14389991760254,0.048390980809927,6.23874616622925,6.04905366897583,10.1660661697388,0.931446969509125,65.8017349243164,0.853236615657806,-0.000482663774164394,0.721460282802582,1.77782511711121,1.66388726234436,1.49062192440033,0.388851463794708,0.62756359577179,0.136172264814377,0.148717939853668,1.68805885314941
Serbia,6.14359998703003,0.079274907708168,6.29897880554199,5.98822116851807,9.85398006439209,0.873047649860382,67.0876159667969,0.845036029815674,0.203995332121849,0.816429853439331,1.77782511711121,1.55195844173431,1.34310388565063,0.423887431621552,0.616650879383087,0.245884373784065,0.0806943476200104,1.88141059875488
Cyprus,6.13000011444092,0.0539054311811924,6.23565483093262,6.02434539794922,10.6112060546875,0.826080739498138,72.8019409179688,0.723873674869537,-0.0600265711545944,0.859785974025726,1.77782511711121,1.8235354423523,1.22446429729462,0.579583764076233,0.455417007207871,0.104224160313606,0.0496397875249386,1.89310169219971
Japan,6.12900018692017,0.0417039282619953,6.2107400894165,6.04726028442383,10.6156578063965,0.894116461277008,74.3494644165039,0.799495100975037,-0.236936539411545,0.639916062355042,1.77782511711121,1.82513213157654,1.39632415771484,0.621748626232147,0.556048393249512,0.00930361822247505,0.207125380635262,1.51333570480347
Croatia,6.125,0.0571322701871395,6.23697948455811,6.01302051544189,10.3407392501831,0.91718065738678,68.9499816894531,0.757123351097107,-0.0926464051008225,0.925282835960388,1.77782511711121,1.72653329372406,1.45458471775055,0.474630683660507,0.499663203954697,0.0867220833897591,0.00272653601132333,1.8801097869873
Brazil,6.12459993362427,0.06485765427351,6.25172090530396,5.99747896194458,9.58218765258789,0.836276650428772,65.7487106323242,0.801328539848328,-0.00936996284872294,0.737685143947601,1.77782511711121,1.45448088645935,1.25021946430206,0.387406706809998,0.558488190174103,0.13140381872654,0.137096598744392,2.20546984672546
El Salvador,6.12160015106201,0.069260761141777,6.25735139846802,5.98584890365601,9.08911609649658,0.754742801189423,65.5969161987305,0.917532086372376,-0.107904955744743,0.619613468647003,1.77782511711121,1.27764213085175,1.04426312446594,0.383270829916,0.713123261928558,0.0785351470112801,0.22166745364666,2.40314674377441
Hungary,6.04120016098022,0.0551410615444183,6.14927673339844,5.93312358856201,10.4186820983887,0.942637324333191,67.5004501342773,0.757816672325134,-0.0591716542840004,0.838859975337982,1.77782511711121,1.75448727607727,1.51888883113861,0.435135781764984,0.500585794448853,0.104682870209217,0.064628392457962,1.66278839111328
Argentina,6.02370023727417,0.0628900080919266,6.14696455001831,5.90043592453003,9.95878791809082,0.890890061855316,67.200080871582,0.822678208351135,-0.0894799306988716,0.814013361930847,1.77782511711121,1.58954751491547,1.38817417621613,0.426951736211777,0.586898744106293,0.0884210467338562,0.0824252068996429,1.86125707626343
Honduras,6.02250003814697,0.0886720418930054,6.19629716873169,5.84870290756226,8.63523483276367,0.765569388866425,64.0630111694336,0.842606484889984,0.0973521620035172,0.842901051044464,1.77782511711121,1.11485886573792,1.07161128520966,0.341477036476135,0.61341780424118,0.188665270805359,0.0617339015007019,2.63073778152466
Uzbekistan,6.01429986953735,0.0589000359177589,6.12974405288696,5.89885568618774,8.94840621948242,0.874754011631012,65.3005142211914,0.937914907932282,0.229531764984131,0.638172388076782,1.77782511711121,1.22717690467834,1.34741413593292,0.375194847583771,0.740247189998627,0.259585857391357,0.208374321460724,1.8563084602356
Malaysia,6.01230001449585,0.0787539631128311,6.1666579246521,5.8579421043396,10.1690855026245,0.798607647418976,65.6623382568359,0.876727819442749,0.15958733856678,0.758468866348267,1.77782511711121,1.66497015953064,1.15506672859192,0.385053366422653,0.658823966979981,0.222057372331619,0.122209899127483,1.80408811569214
Portugal,5.96799993515015,0.0548708587884903,6.0755467414856,5.8604531288147,10.4286527633667,0.877972424030304,71.2503967285156,0.902433216571808,-0.196075186133385,0.878076314926147,1.77782511711121,1.75806319713593,1.35554397106171,0.537309348583221,0.693030834197998,0.0312276612967253,0.036539014428854,1.55632638931274
South Korea,5.95109987258911,0.0454473532736301,6.04017686843872,5.8620228767395,10.6926746368408,0.811611592769623,73.6501846313477,0.716827094554901,-0.0462142340838909,0.701178550720215,1.77782511711121,1.85275399684906,1.18791496753693,0.60269558429718,0.446039915084839,0.111635126173496,0.163245067000389,1.58676862716675
Greece,5.93090009689331,0.0476422645151615,6.02427911758423,5.83752107620239,10.2881555557251,0.834951400756836,71.1497650146484,0.567921817302704,-0.239567920565605,0.793221831321716,1.77782511711121,1.70767426490784,1.2468718290329,0.534567475318909,0.247887805104256,0.0078917583450675,0.0973174944519997,2.08867239952087
Mauritius,5.90229988098145,0.0565967634320259,6.01322937011719,5.7913703918457,9.95720100402832,0.888333261013031,63.8501243591309,0.812942683696747,-0.0282245129346848,0.774905681610107,1.77782511711121,1.58897840976715,1.38171565532684,0.335676580667496,0.573943436145783,0.12128746509552,0.110436752438545,1.7902364730835
Thailand,5.84299993515015,0.0641792118549347,5.96879100799561,5.71720886230469,9.75147247314453,0.873507440090179,68.4496459960937,0.850337624549866,0.288653165102005,0.910390675067902,1.77782511711121,1.51519441604614,1.34426534175873,0.460998207330704,0.623705863952637,0.291307300329208,0.0133933015167713,1.59410572052002
Mongolia,5.84019994735718,0.0459125749766827,5.93018865585327,5.75021123886108,9.37242221832275,0.93282687664032,60.4999313354492,0.701162934303284,0.190460965037346,0.848721504211426,1.77782511711121,1.37924909591675,1.49410736560822,0.244394972920418,0.425195217132568,0.238622546195984,0.0575649030506611,2.00105333328247
Kyrgyzstan,5.82530021667481,0.0448677428066731,5.91324090957642,5.73735952377319,8.48583316802979,0.911150336265564,66.8524703979492,0.93429297208786,0.181351095438004,0.903790533542633,1.77782511711121,1.06127643585205,1.43935191631317,0.417480498552322,0.735427439212799,0.233734667301178,0.0181207656860352,1.9199013710022
Moldova,5.81920003890991,0.0522198118269444,5.92155075073242,5.7168493270874,9.49877548217773,0.85663503408432,65.2990646362305,0.839715778827667,-0.0800843685865402,0.900856614112854,1.77782511711121,1.42456531524658,1.30164527893066,0.375155359506607,0.609571099281311,0.0934622064232826,0.0202222354710102,1.99459147453308
China,5.81790018081665,0.0444744639098644,5.90507030487061,5.7307300567627,9.73806571960449,0.835698485374451,68.6887969970703,0.881891191005707,-0.0407825037837029,0.727227985858917,1.77782511711121,1.51038610935211,1.24875903129578,0.467514276504517,0.665695011615753,0.11454950273037,0.144586712121964,1.66642761230469
Vietnam,5.7632999420166,0.0518048107624054,5.86483716964722,5.66176271438599,9.28693866729736,0.821142971515656,65.5024185180664,0.938640594482422,-0.00364274391904473,0.758844077587128,1.77782511711121,1.34859073162079,1.21199142932892,0.380696088075638,0.741212904453278,0.134476751089096,0.121941149234772,1.82443904876709
Paraguay,5.73780012130737,0.0575034692883492,5.85050678253174,5.62509346008301,9.50972270965576,0.906064331531525,65.8998718261719,0.890843212604523,0.0207431670278311,0.842590391635895,1.77782511711121,1.42849159240723,1.42650473117828,0.391525357961655,0.677607715129852,0.147560924291611,0.0619564168155193,1.60411930084229
Montenegro,5.7221999168396,0.111815683543682,5.94135856628418,5.50304126739502,9.81259059906006,0.88960599899292,67.0999984741211,0.80499804019928,0.063483290374279,0.844438254833221,1.77782511711121,1.53711426258087,1.38493049144745,0.424224823713303,0.563371300697327,0.17049303650856,0.0606328509747982,1.58139610290527
Jamaica,5.70270013809204,0.0885063335299492,5.87617254257202,5.52922773361206,9.16460132598877,0.867314040660858,66.5999984741211,0.822379052639008,-0.106256932020187,0.875067234039307,1.77782511711121,1.30471467971802,1.32862067222595,0.41060146689415,0.586500644683838,0.0794193893671036,0.0386943221092224,1.95415377616882
Bolivia,5.6842999458313,0.057363249361515,5.79673194885254,5.57186794281006,8.98460292816162,0.811341524124146,63.5989418029785,0.868363440036774,-0.0627197548747063,0.845795691013336,1.77782511711121,1.24015879631042,1.18723273277283,0.328832685947418,0.647693276405335,0.102779135107994,0.0596605651080608,2.11796998977661
Russia,5.66069984436035,0.0371816568076611,5.73357582092285,5.58782386779785,10.2097482681274,0.888661682605743,64.947265625,0.719370841979981,-0.0303580816835165,0.801419675350189,1.77782511711121,1.67955374717712,1.38254523277283,0.36557000875473,0.4494249522686,0.120142705738544,0.0914456471800804,1.57199192047119
Bosnia and Herzegovina,5.63250017166138,0.0726704150438309,5.7749342918396,5.49006605148315,9.61576366424561,0.880300462245941,67.275032043457,0.746143400669098,0.206407099962234,0.917537808418274,1.77782511711121,1.46652281284332,1.36142468452454,0.428993910551071,0.485051900148392,0.247178390622139,0.00827404484152794,1.63502526283264
Colombia,5.63040018081665,0.0596279464662075,5.7472710609436,5.5135293006897,9.58442974090576,0.821668982505798,69.3496856689453,0.804261684417725,-0.104314588010311,0.83354651927948,1.77782511711121,1.45528507232666,1.21332013607025,0.485521286725998,0.562391400337219,0.0804615467786789,0.0684342458844185,1.76498699188232
Dominican Republic,5.5689001083374,0.0727870836853981,5.7115626335144,5.4262375831604,9.81059169769287,0.827063620090485,64.3989639282227,0.850022792816162,-0.09879419952631,0.656794726848602,1.77782511711121,1.53639733791351,1.22694706916809,0.350630611181259,0.623286902904511,0.0834235027432442,0.195035740733147,1.55322027206421
Ecuador,5.55889987945557,0.0626056641340256,5.68160676956177,5.43619298934937,9.2702112197876,0.805753648281097,69.0002212524414,0.802229523658752,-0.107672855257988,0.832565784454346,1.77782511711121,1.34259140491486,1.17311763763428,0.475999563932419,0.55968713760376,0.0786596834659576,0.0691367164254189,1.8597559928894
Peru,5.52589988708496,0.0579938627779484,5.63956785202026,5.41223192214966,9.40151882171631,0.797964990139008,69.8498382568359,0.794370114803314,-0.118852138519287,0.891711831092835,1.77782511711121,1.38968455791473,1.15344333648682,0.499148786067963,0.549228429794312,0.072661466896534,0.0267723444849253,1.83500576019287
Philippines,5.52290010452271,0.0774737969040871,5.67474889755249,5.37105131149292,8.97873210906982,0.779932141304016,62.0375175476074,0.918547570705414,-0.0598896220326424,0.732090592384338,1.77782511711121,1.23805320262909,1.1078919172287,0.286289066076279,0.714474618434906,0.104297645390034,0.14110378921032,1.93080806732178
Bulgaria,5.46610021591187,0.0590321831405163,5.58180332183838,5.35039710998535,10.0866851806641,0.918244659900665,66.4997711181641,0.800536453723908,-0.0568269826471806,0.910979747772217,1.77782511711121,1.63541758060455,1.45727252960205,0.407870620489121,0.557434141635895,0.105940893292427,0.0129713676869869,1.28919792175293
Nepal,5.36030006408691,0.074702188372612,5.50671625137329,5.21388387680054,8.25601196289063,0.747856676578522,61.8470001220703,0.807949483394623,0.14593517780304,0.783375918865204,1.77782511711121,0.978851675987244,1.02686858177185,0.28109809756279,0.567298829555512,0.214732348918915,0.104369796812534,2.18703675270081
Armenia,5.34170007705689,0.06570153683424,5.47047519683838,5.21292495727539,9.61471271514893,0.790231049060822,67.7889709472656,0.795605063438416,-0.155314967036247,0.705433905124664,1.77782511711121,1.46614587306976,1.13390719890594,0.442997008562088,0.550871789455414,0.0530974417924881,0.160197094082832,1.53447461128235
Tajikistan,5.32980012893677,0.0624410584568977,5.45218467712402,5.20741558074951,8.23653316497803,0.835571944713593,62.225528717041,0.832002460956574,-0.0597585737705231,0.521577417850494,1.77782511711121,0.971865713596344,1.2484393119812,0.291411757469177,0.599306762218475,0.104367956519127,0.29188746213913,1.82252788543701
Algeria,5.32910013198853,0.0621362887322903,5.45088720321655,5.2073130607605,9.30021381378174,0.855219006538391,66.5492324829102,0.571240425109863,-0.117374032735825,0.716906428337097,1.77782511711121,1.35335171222687,1.29806816577911,0.409218281507492,0.252303957939148,0.0734545439481735,0.151979714632034,1.79069519042969
Hong Kong S.A.R. of China,5.30849981307983,0.0480184145271778,5.40261602401733,5.21438360214233,10.9664430618286,0.816924750804901,77.2797775268555,0.687337458133698,-0.0258915331214666,0.384609669446945,1.77782511711121,1.9509402513504,1.201336145401,0.70158988237381,0.406797289848328,0.122539222240448,0.389992922544479,0.535256385803223
Albania,5.27729988098145,0.0657192319631577,5.40610980987549,5.1484899520874,9.56747245788574,0.717909157276154,69.1500701904297,0.794327795505524,-0.00693239877000451,0.878093600273132,1.77782511711121,1.44920337200165,0.951220512390137,0.480082452297211,0.549172103404999,0.132711693644524,0.0365266352891922,1.6784245967865
Indonesia,5.27689981460571,0.0589416436851025,5.39242553710938,5.16137409210205,9.38515567779541,0.803985059261322,63.0477447509766,0.880113542079926,0.531386315822601,0.875990688800812,1.77782511711121,1.38381588459015,1.16865015029907,0.313814401626587,0.663329422473908,0.421545058488846,0.0380328819155693,1.28767251968384
South Africa,5.2746000289917,0.0728382095694542,5.41736268997192,5.13183736801147,9.47753524780273,0.906631350517273,56.9889717102051,0.730076372623444,-0.086628682911396,0.902142584323883,1.77782511711121,1.41694760322571,1.42793691158295,0.148733004927635,0.463671088218689,0.0899508744478226,0.0193011369556189,1.70801258087158
Congo (Brazzaville),5.26709985733032,0.088115006685257,5.43980550765991,5.09439420700073,8.0952033996582,0.604605257511139,56.8500442504883,0.730041801929474,-0.00433944677934051,0.739186108112335,1.77782511711121,0.921178162097931,0.665012300014496,0.144947692751884,0.463625073432922,0.134102925658226,0.136021509766579,2.80221700668335
North Macedonia,5.25360012054443,0.0547675602138042,5.36094474792481,5.14625549316406,9.70316982269287,0.80474841594696,66.5003509521484,0.768963575363159,0.131239697337151,0.901715278625488,1.77782511711121,1.49787080287933,1.17057836055756,0.407886415719986,0.51541930437088,0.206847548484802,0.0196072030812502,1.43543148040771
Venezuela,5.21059989929199,0.0638950914144516,5.33583450317383,5.08536529541016,5.52672338485718,0.838825404644012,64.0498352050781,0.658706963062286,0.128371238708496,0.811434984207153,1.77782511711121,0,1.25665760040283,0.341118037700653,0.368697971105576,0.205308467149734,0.0842720121145248,2.95456051826477
